Tue, 05 Aug 14 21:31:36 +0200 Created 48 checking jobs
Wed, 06 Aug 14 13:59:09 +0200 Created 67 checking jobs
Wed, 06 Aug 14 13:59:10 +0200 Invalid Job-File: tmpfC80b2.job, job-action=check job-address= job-info=#	
__
Wed, 06 Aug 14 13:59:10 +0200 Invalid Job-File: tmpJtg34R.job, job-action=check job-address= job-info=#	Server Configuration File 
__
Wed, 06 Aug 14 13:59:10 +0200 Invalid Job-File: tmppLHYww.job, job-action=check job-address= job-info=# Lines beginning with # are comments
__
Wed, 06 Aug 14 13:59:10 +0200 Invalid Job-File: tmpDihZDG.job, job-action=check job-address= job-info=#
__
Wed, 06 Aug 14 13:59:10 +0200 Invalid Job-File: tmpbq65XH.job, job-action=check job-address= job-info=#
__
Wed, 06 Aug 14 13:59:10 +0200 Invalid Job-File: tmpVTOYpm.job, job-action=check job-address= job-info=#
__
Wed, 06 Aug 14 13:59:10 +0200 Worker: Got job >check< for host vs1568__90:FB:A6:65:55:EC with address 107488
Wed, 06 Aug 14 13:59:19 +0200 TKS Device 107488 is unreachable 3 times
Wed, 06 Aug 14 13:59:19 +0200 Worker: Got job >check< for host vs1409__c2:a5:58:f3:31:3f with address 1026DE
Wed, 06 Aug 14 13:59:21 +0200 Worker: Got job >check< for host vs1562__00:22:68:7a:dd:0f with address 1074E0
Wed, 06 Aug 14 13:59:24 +0200 Worker: Got job >check< for host vs1532__00:24:21:24:CB:62 with address 102691
Wed, 06 Aug 14 13:59:26 +0200 Worker: Got job >check< for host vs1420__00:13:8f:d8:3b:ef with address 10440E
Wed, 06 Aug 14 13:59:28 +0200 Worker: Got job >check< for host vs1550__00:22:68:7a:dd:54 with address 1026C3
Wed, 06 Aug 14 13:59:37 +0200 TKS Device 1026C3 is unreachable 3 times
Wed, 06 Aug 14 13:59:37 +0200 Worker: Got job >check< for host vs1492__c2:a5:58:f3:31:3f with address 10746C
Wed, 06 Aug 14 13:59:40 +0200 Worker: Got job >check< for host mailin01.inline.de__00:30:48:97:0c:66 with address 1026FE
Wed, 06 Aug 14 13:59:42 +0200 Worker: Got job >check< for host vs1511__00:22:68:61:33:d9 with address 1026A6
Wed, 06 Aug 14 13:59:44 +0200 Worker: Got job >check< for host vs1508__00:02:b3:3e:8f:7c with address 1026BC
Wed, 06 Aug 14 13:59:47 +0200 Worker: Got job >check< for host vs1488__00:19:66:09:8a:2d with address 107480
Wed, 06 Aug 14 13:59:49 +0200 Worker: Got job >check< for host vs1428__ with address 104423
Wed, 06 Aug 14 13:59:51 +0200 Worker: Got job >check< for host vs1541__00:22:68:7a:db:10 with address 1044F9
Wed, 06 Aug 14 13:59:53 +0200 Worker: Got job >check< for host vs1512__00:22:68:61:04:ce with address 10267C
Wed, 06 Aug 14 13:59:56 +0200 Worker: Got job >check< for host vs1494__00:13:8f:f9:38:a0 with address 102704
Wed, 06 Aug 14 13:59:58 +0200 Worker: Got job >check< for host shop-db1.inline.de__00:17:08:51:30:36 with address 1074D9
Wed, 06 Aug 14 14:00:00 +0200 Worker: Got job >check< for host vs1504__00:13:8f:E7:ED:82 with address 1043F4
Wed, 06 Aug 14 14:00:02 +0200 Worker: Got job >check< for host vs1367__ with address 10746A
Wed, 06 Aug 14 14:00:12 +0200 TKS Device 10746A is unreachable 3 times
Wed, 06 Aug 14 14:00:12 +0200 Worker: Got job >check< for host vs1351__00:11:09:fb:a0:41 with address 1026F4
Wed, 06 Aug 14 14:00:14 +0200 Worker: Got job >check< for host de-f1-xn06.inline.de__00:30:48:F3:6D:CE with address 107467
Wed, 06 Aug 14 14:00:16 +0200 Worker: Got job >check< for host spring.inline.de__00:15:17:87:04:54 with address 1026F3
Wed, 06 Aug 14 14:00:19 +0200 Worker: Got job >check< for host vs1283__00:0e:0c:c1:53:a1 with address 1026A3
Wed, 06 Aug 14 14:00:21 +0200 Worker: Got job >check< for host vs1453__ with address 102684
Wed, 06 Aug 14 14:00:30 +0200 TKS Device 102684 is unreachable 3 times
Wed, 06 Aug 14 14:00:30 +0200 Worker: Got job >check< for host vs1472__00:0e:0c:d9:66:31 with address 1039A8
Wed, 06 Aug 14 14:00:33 +0200 Worker: Got job >check< for host vs1543__6C:F0:49:05:71:6A with address 10268F
Wed, 06 Aug 14 14:00:35 +0200 Worker: Got job >check< for host vs1510__00:22:68:36:01:dd with address 104435
Wed, 06 Aug 14 14:00:37 +0200 Worker: Got job >check< for host vs1301__00:0b:6a:8d:64:01 with address 1026BB
Wed, 06 Aug 14 14:00:39 +0200 Worker: Got job >check< for host vs1545__6c:f0:49:05:72:46 with address 10749A
Wed, 06 Aug 14 14:00:42 +0200 Worker: Got job >check< for host vs1552__00:22:68:72:4a:ce with address 10441F
Wed, 06 Aug 14 14:00:44 +0200 Worker: Got job >check< for host vs1407__00:19:66:35:95:71 with address 1026EF
Wed, 06 Aug 14 14:00:46 +0200 Worker: Got job >check< for host marley.inline.de__00:30:48:85:EB:CA with address 10441A
Wed, 06 Aug 14 14:00:49 +0200 Worker: Got job >check< for host vs1528__6C:F0:49:06:47:9E with address 1043E3
Wed, 06 Aug 14 14:00:51 +0200 Worker: Got job >check< for host vs1701__90:fb:a6:3c:b1:ef with address 1026E2
Wed, 06 Aug 14 14:00:53 +0200 Worker: Got job >check< for host he01-goweb.inline.de__00:25:90:2B:05:82 with address 107497
Wed, 06 Aug 14 14:00:55 +0200 Worker: Got job >check< for host vs1537__00:22:68:3f:4c:79 with address 107495
Wed, 06 Aug 14 14:00:58 +0200 Worker: Got job >check< for host # Server__MAC-Address with address Resetter-ID
Wed, 06 Aug 14 14:01:07 +0200 TKS Device Resetter-ID is unreachable 3 times
Wed, 06 Aug 14 14:01:07 +0200 Worker: Got job >check< for host vs1556__90:fb:a6:3b:fe:15 with address 104471
Wed, 06 Aug 14 14:01:09 +0200 Worker: Got job >check< for host kitt.inline.de__00:25:90:49:e4:13 with address 104410
Wed, 06 Aug 14 14:01:12 +0200 Worker: Got job >check< for host de-f1-xn03.inline.de__00:24:8c:58:ea:c5 with address 1074BE
Wed, 06 Aug 14 14:01:14 +0200 Worker: Got job >check< for host # server1__AA:BB:CC:01:01:01 with address 10AC1F
Wed, 06 Aug 14 14:01:23 +0200 TKS Device 10AC1F is unreachable 3 times
Wed, 06 Aug 14 14:01:23 +0200 Worker: Got job >check< for host vs1365__62:5a:76:1f:7d:af with address 1026A8
Wed, 06 Aug 14 14:01:25 +0200 Worker: Got job >check< for host vs1555__00:22:68:7a:d7:e5 with address 1026B6
Wed, 06 Aug 14 14:01:28 +0200 Worker: Got job >check< for host ehedg.de__00:30:48:d4:11:8e with address 1026CD
Wed, 06 Aug 14 14:01:30 +0200 Worker: Got job >check< for host vs1498__00:13:8f:e9:01:82 with address 1026E7
Wed, 06 Aug 14 14:01:39 +0200 TKS Device 1026E7 is unreachable 3 times
Wed, 06 Aug 14 14:01:39 +0200 Worker: Got job >check< for host vs1546__6c:f0:49:05:74:40 with address 1074B6
Wed, 06 Aug 14 14:01:42 +0200 Worker: Got job >check< for host bruck.inline.de__00:30:48:76:7a:36 with address 1039B7
Wed, 06 Aug 14 14:01:44 +0200 Worker: Got job >check< for host vs1533__00:22:68:3f:49:10 with address 1026E8
Wed, 06 Aug 14 14:01:53 +0200 TKS Device 1026E8 is unreachable 3 times
Wed, 06 Aug 14 14:01:53 +0200 Worker: Got job >check< for host vs1503__aa:aa:00:00:00:01 with address 102707
Wed, 06 Aug 14 14:01:56 +0200 Worker: Got job >check< for host vs1557__00:22:68:72:4c:49 with address 1074B9
Wed, 06 Aug 14 14:01:58 +0200 Worker: Got job >check< for host radar.inline.de__00:0F:EA:72:C8:CA with address 1026DF
Wed, 06 Aug 14 14:02:00 +0200 Worker: Got job >check< for host vs1573__00:1b:21:06:5f:c3 with address 1026E1
Wed, 06 Aug 14 14:02:02 +0200 Worker: Got job >check< for host vs1369__00:0e:0c:d9:66:2d with address 1026BE
Wed, 06 Aug 14 14:02:05 +0200 Worker: Got job >check< for host vs1526__00:1c:c0:d5:ba:ff with address 1026D6
Wed, 06 Aug 14 14:02:07 +0200 Worker: Got job >check< for host vs1538__00:22:68:3f:49:39 with address 107492
Wed, 06 Aug 14 14:02:09 +0200 Worker: Got job >check< for host vs1354__6c:f0:49:05:72:c2 with address 1026CA
Wed, 06 Aug 14 14:02:11 +0200 Worker: Got job >check< for host vs1534__00:13:8f:f9:38:b2 with address 1026E9
Wed, 06 Aug 14 14:02:14 +0200 Worker: Got job >check< for host host26.vps4less.de__00:30:48:65:3B:DC with address 1026A0
Wed, 06 Aug 14 14:02:16 +0200 Worker: Got job >check< for host vs1567__00:22:68:7a:d7:c1 with address 107465
Wed, 06 Aug 14 14:02:18 +0200 Worker: Got job >check< for host vs1548__00:22:68:81:92:ea with address 102689
Wed, 06 Aug 14 14:02:21 +0200 Worker: Got job >check< for host vs1499__00:13:8F:E7:ED:76 with address 1074E3
Wed, 06 Aug 14 14:02:23 +0200 Worker: Got job >check< for host vs1436__00:1b:21:04:e0:9c with address 1074C4
Wed, 06 Aug 14 14:11:07 +0200 CLI: Initiating Reset of TKS-Device 1074b9 for server vs1557.
Wed, 06 Aug 14 14:11:07 +0200 Worker: Got job >hardreset< for host vs1557(3-1-4-1) with address 1074b9
Wed, 06 Aug 14 14:11:07 +0200 hardResetTKS: resetting device  1074b9
Wed, 06 Aug 14 14:15:33 +0200 Created 59 checking jobs
Wed, 06 Aug 14 14:15:33 +0200 Worker: Got job >check< for host radar.inline.de__ with address 1026DF
Wed, 06 Aug 14 14:15:36 +0200 Worker: Got job >check< for host host26.vps4less.de__ with address 1026A0
Wed, 06 Aug 14 14:15:38 +0200 Worker: Got job >check< for host de-f1-xn03.inline.de__ with address 1074BE
Wed, 06 Aug 14 14:15:40 +0200 Worker: Got job >check< for host vs1369__3-1-2-1 with address 1026BE
Wed, 06 Aug 14 14:15:42 +0200 Worker: Got job >check< for host vs1550__2-3-5-2 with address 1026C3
Wed, 06 Aug 14 14:15:52 +0200 TKS Device 1026C3 is unreachable 3 times
Wed, 06 Aug 14 14:15:52 +0200 Worker: Got job >check< for host vs1562__2-1-3-5 with address 1074E0
Wed, 06 Aug 14 14:15:54 +0200 Worker: Got job >check< for host vs1556__3-1-1-2 with address 104471
Wed, 06 Aug 14 14:15:56 +0200 Worker: Got job >check< for host he01-goweb.inline.de__ with address 107497
Wed, 06 Aug 14 14:15:59 +0200 Worker: Got job >check< for host vs1548__2-1-3-1 with address 102689
Wed, 06 Aug 14 14:16:01 +0200 Worker: Got job >check< for host vs1492__3-1-3-3 with address 10746C
Wed, 06 Aug 14 14:16:03 +0200 Worker: Got job >check< for host mailin01.inline.de__ with address 1026FE
Wed, 06 Aug 14 14:16:06 +0200 Worker: Got job >check< for host vs1555__2-1-2-2 with address 1026B6
Wed, 06 Aug 14 14:16:08 +0200 Worker: Got job >check< for host vs1503__3-1-3-1 with address 102707
Wed, 06 Aug 14 14:16:10 +0200 Worker: Got job >check< for host vs1365__2-1-2-5 with address 1026A8
Wed, 06 Aug 14 14:16:12 +0200 Worker: Got job >check< for host vs1546__2-1-2-3 with address 1074B6
Wed, 06 Aug 14 14:16:15 +0200 Worker: Got job >check< for host vs1409__3-1-3-5 with address 1026DE
Wed, 06 Aug 14 14:16:17 +0200 Worker: Got job >check< for host vs1511__2-1-5-2 with address 1026A6
Wed, 06 Aug 14 14:16:19 +0200 Worker: Got job >check< for host vs1472__2-2-5-1 with address 1039A8
Wed, 06 Aug 14 14:16:21 +0200 Worker: Got job >check< for host vs1538__2-1-3-2 with address 107492
Wed, 06 Aug 14 14:16:24 +0200 Worker: Got job >check< for host vs1488__3-1-2-4 with address 107480
Wed, 06 Aug 14 14:16:26 +0200 Worker: Got job >check< for host vs1436__2-1-5-1 with address 1074C4
Wed, 06 Aug 14 14:16:28 +0200 Worker: Got job >check< for host kitt.inline.de__ with address 104410
Wed, 06 Aug 14 14:16:31 +0200 Worker: Got job >check< for host vs1367__3-1-5-1 with address 10746A
Wed, 06 Aug 14 14:16:40 +0200 TKS Device 10746A is unreachable 3 times
Wed, 06 Aug 14 14:16:40 +0200 Worker: Got job >check< for host vs1701__2-1-2-1 with address 1026E2
Wed, 06 Aug 14 14:16:42 +0200 Worker: Got job >check< for host shop-db1.inline.de__ with address 1074D9
Wed, 06 Aug 14 14:16:44 +0200 Worker: Got job >check< for host vs1528__3-1-2-5 with address 1043E3
Wed, 06 Aug 14 14:16:47 +0200 Worker: Got job >check< for host spring.inline.de__ with address 1026F3
Wed, 06 Aug 14 14:16:49 +0200 Worker: Got job >check< for host vs1420__2-1-1-5 with address 10440E
Wed, 06 Aug 14 14:16:51 +0200 Worker: Got job >check< for host vs1504__2-1-4-3 with address 1043F4
Wed, 06 Aug 14 14:16:54 +0200 Worker: Got job >check< for host vs1428__2-2-5-1 with address 104423
Wed, 06 Aug 14 14:16:56 +0200 Worker: Got job >check< for host vs1526__3-1-3-4 with address 1026D6
Wed, 06 Aug 14 14:16:58 +0200 Worker: Got job >check< for host vs1533__2-3-5-4 with address 1026E8
Wed, 06 Aug 14 14:17:07 +0200 TKS Device 1026E8 is unreachable 3 times
Wed, 06 Aug 14 14:17:07 +0200 Worker: Got job >check< for host vs1283__3-1-2-2 with address 1026A3
Wed, 06 Aug 14 14:17:10 +0200 Worker: Got job >check< for host vs1543__3-1-4-4 with address 10268F
Wed, 06 Aug 14 14:17:12 +0200 Worker: Got job >check< for host vs1532__2-1-4-2 with address 102691
Wed, 06 Aug 14 14:17:14 +0200 Worker: Got job >check< for host vs1557__3-1-4-1 with address 1074B9
Wed, 06 Aug 14 14:17:17 +0200 Worker: Got job >check< for host vs1545__2-1-2-4 with address 10749A
Wed, 06 Aug 14 14:17:19 +0200 Worker: Got job >check< for host de-f1-xn06.inline.de__ with address 107467
Wed, 06 Aug 14 14:17:21 +0200 Worker: Got job >check< for host vs1568__2-3-5-5 with address 107488
Wed, 06 Aug 14 14:17:31 +0200 TKS Device 107488 is unreachable 3 times
Wed, 06 Aug 14 14:17:31 +0200 Worker: Got job >check< for host vs1301__2-1-5-3 with address 1026BB
Wed, 06 Aug 14 14:17:33 +0200 Worker: Got job >check< for host vs1494__2-1-4-1 with address 102704
Wed, 06 Aug 14 14:17:35 +0200 Worker: Got job >check< for host vs1351__2-1-1-3 with address 1026F4
Wed, 06 Aug 14 14:17:37 +0200 Worker: Got job >check< for host vs1567__2-3-5-3 with address 107465
Wed, 06 Aug 14 14:17:40 +0200 Worker: Got job >check< for host vs1552__2-1-3-4 with address 10441F
Wed, 06 Aug 14 14:17:42 +0200 Worker: Got job >check< for host vs1508__3-1-1-1 with address 1026BC
Wed, 06 Aug 14 14:17:44 +0200 Worker: Got job >check< for host vs1453__3-2-5-1 with address 102684
Wed, 06 Aug 14 14:17:54 +0200 TKS Device 102684 is unreachable 3 times
Wed, 06 Aug 14 14:17:54 +0200 Worker: Got job >check< for host ehedg.de__ with address 1026CD
Wed, 06 Aug 14 14:17:56 +0200 Worker: Got job >check< for host vs1510__3-1-4-6 with address 104435
Wed, 06 Aug 14 14:17:58 +0200 Worker: Got job >check< for host vs1498__2-1-1-2 with address 1026E7
Wed, 06 Aug 14 14:18:07 +0200 TKS Device 1026E7 is unreachable 3 times
